,Time-steps,AgeIndependent,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10,11.0,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10
11,12.0,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10
12,13.0,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10
13,14.0,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10
14,15.0,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10
15,16.0,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10
16,17.0,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10
17,18.0,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10
18,19.0,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10
19,20.0,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10
20,21.0,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10
21,22.0,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10
22,23.0,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10
23,24.0,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10,2.33e-10
24,25.0,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09
25,26.0,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09
26,27.0,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09
27,28.0,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09
28,29.0,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09,4.44e-09
